Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Source_Airport,Source_City,Source_Latitude,Source_Longitude,Source_Altitude,Destination_Airport,Destination_City,Destination_Latitude,Destination_Longitude,Destination_Altitude,Source_geometry,Destination_geometry,distance,Source_Popution,Destination_Popution
AA,24,JFK,3797,RDU,3626,Y,0,ERD CR7,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Raleigh Durham International Airport,Raleigh-durham,35.87760162,-78.78749847,435,"(40.63980103, -73.77890015)","(35.877601623535156, -78.7874984741211)",686.4632011,"19,216,182",
AA,24,JFK,3797,SAN,3731,,0,738,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,San Diego International Airport,San Diego,32.73360062,-117.1900024,17,"(40.63980103, -73.77890015)","(32.7336006165, -117.190002441)",3936.28171,"19,216,182","3,338,330"
AA,24,JFK,3797,SEA,3577,,0,738,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Seattle Tacoma International Airport,Seattle,47.449001,-122.308998,433,"(40.63980103, -73.77890015)","(47.449001, -122.308998)",3896.768076,"19,216,182","3,979,845"
AA,24,JFK,3797,SFO,3469,,0,32B 763,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,San Francisco International Airport,San Francisco,37.61899948,-122.375,13,"(40.63980103, -73.77890015)","(37.61899948120117, -122.375)",4161.868164,"19,216,182","4,731,803"
AA,24,JFK,3797,TPA,3646,Y,0,CR7,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,Tampa International Airport,Tampa,27.97550011,-82.53320313,26,"(40.63980103, -73.77890015)","(27.975500106811523, -82.533203125)",1617.468545,"19,216,182","3,194,831"
AA,24,JLN,4354,DFW,3670,Y,0,ER4,Joplin Regional Airport,Joplin,37.15179825,-94.49829865,981,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(37.151798248291016, -94.49829864501952)","(32.896801, -97.038002)",525.8247467,"179,564",
AA,24,JNU,3492,KTN,3808,Y,0,737,Juneau International Airport,Juneau,58.35499954,-134.576004,21,Ketchikan International Airport,Ketchikan,55.35559845,-131.7140045,89,"(58.35499954223633, -134.57600402832028)","(55.35559845, -131.7140045)",376.809598,,
AA,24,KOA,3514,LAX,3484,,0,757,Ellison Onizuka Kona International At Keahole Airport,Kona,19.738783,-156.045603,47,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(19.738782999999998, -156.045603)","(33.94250107, -118.40799709999999)",4029.616557,,"13,214,799"
AA,24,KOA,3514,OAK,3453,Y,0,737,Ellison Onizuka Kona International At Keahole Airport,Kona,19.738783,-156.045603,47,Metropolitan Oakland International Airport,Oakland,37.721298,-122.221001,9,"(19.738782999999998, -156.045603)","(37.721298, -122.221001)",3826.742965,,
AA,24,KOA,3514,PHX,3462,,0,757,Ellison Onizuka Kona International At Keahole Airport,Kona,19.738783,-156.045603,47,Phoenix Sky Harbor International Airport,Phoenix,33.43429947,-112.012001,1135,"(19.738782999999998, -156.045603)","(33.43429946899414, -112.01200103759766)",4602.446574,,"4,948,203"
AA,24,KOA,3514,SJC,3748,Y,0,737,Ellison Onizuka Kona International At Keahole Airport,Kona,19.738783,-156.045603,47,Norman Y. Mineta San Jose International Airport,San Jose,37.362598,-121.929001,62,"(19.738782999999998, -156.045603)","(37.362598, -121.929001)",3836.214514,,"1,990,660"
AA,24,KTN,3808,JNU,3492,Y,0,734,Ketchikan International Airport,Ketchikan,55.35559845,-131.7140045,89,Juneau International Airport,Juneau,58.35499954,-134.576004,21,"(55.35559845, -131.7140045)","(58.35499954223633, -134.57600402832028)",376.809598,,
AA,24,KTN,3808,SEA,3577,Y,0,734,Ketchikan International Airport,Ketchikan,55.35559845,-131.7140045,89,Seattle Tacoma International Airport,Seattle,47.449001,-122.308998,433,"(55.35559845, -131.7140045)","(47.449001, -122.308998)",1094.377209,,"3,979,845"
AA,24,LAS,3877,CLT,3876,,0,321,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(36.08010101, -115.15200039999999)","(35.2140007019043, -80.94309997558594)",3083.526621,"2,266,715","2,636,883"
AA,24,LAS,3877,DCA,3520,,0,320 319,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Ronald Reagan Washington National Airport,Washington,38.8521,-77.037697,15,"(36.08010101, -115.15200039999999)","(38.8521, -77.037697)",3361.375335,"2,266,715","6,280,487"
AA,24,LAS,3877,DFW,3670,,0,M80 738 M83 757,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(36.08010101, -115.15200039999999)","(32.896801, -97.038002)",1698.18499,"2,266,715",
AA,24,LAS,3877,JFK,3797,,0,738,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(36.08010101, -115.15200039999999)","(40.63980103, -73.77890015)",3617.691332,"2,266,715","19,216,182"
AA,24,LAS,3877,LAX,3484,,0,738,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,"(36.08010101, -115.15200039999999)","(33.94250107, -118.40799709999999)",380.1701148,"2,266,715","13,214,799"
AA,24,LAS,3877,MIA,3576,,0,757 738,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Miami International Airport,Miami,25.79319954,-80.29060364,8,"(36.08010101, -115.15200039999999)","(25.79319953918457, -80.29060363769531)",3499.320539,"2,266,715","6,166,488"
AA,24,LAS,3877,ORD,3830,,0,M83 738,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(36.08010101, -115.15200039999999)","(41.9786, -87.9048)",2436.933503,"2,266,715","9,458,539"
AA,24,LAS,3877,PHL,3752,,0,320 321,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Philadelphia International Airport,Philadelphia,39.87189865,-75.2410965,36,"(36.08010101, -115.15200039999999)","(39.87189865112305, -75.24109649658203)",3502.552846,"2,266,715","6,102,434"
AA,24,LAS,3877,PHX,3462,,0,320 321 319,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,Phoenix Sky Harbor International Airport,Phoenix,33.43429947,-112.012001,1135,"(36.08010101, -115.15200039999999)","(33.43429946899414, -112.01200103759766)",410.8021258,"2,266,715","4,948,203"
AA,24,LAW,4256,DFW,3670,Y,0,ER4 ERD,Lawton Fort Sill Regional Airport,Lawton,34.56769943,-98.41660309,1110,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(34.5676994324, -98.4166030884)","(32.896801, -97.038002)",225.0946959,"126,415",
AA,24,LAX,3484,ABQ,4019,Y,0,CRJ CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Albuquerque International Sunport,Albuquerque,35.040199,-106.609001,5355,"(33.94250107, -118.40799709999999)","(35.040199, -106.609001)",1089.899312,"13,214,799","918,018"
AA,24,LAX,3484,ANC,3774,Y,0,737,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Ted Stevens Anchorage International Airport,Anchorage,61.17440033,-149.9960022,152,"(33.94250107, -118.40799709999999)","(61.174400329589844, -149.99600219726562)",3774.335726,"13,214,799","396,317"
AA,24,LAX,3484,AUS,3673,,0,M83 738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Austin Bergstrom International Airport,Austin,30.19449997,-97.66989899,542,"(33.94250107, -118.40799709999999)","(30.194499969482425, -97.6698989868164)",1998.048738,"13,214,799","2,227,083"
AA,24,LAX,3484,BDL,3825,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Bradley International Airport,Windsor Locks,41.93889999,-72.68319702,173,"(33.94250107, -118.40799709999999)","(41.9388999939, -72.68319702149999)",4066.194801,"13,214,799",
AA,24,LAX,3484,BNA,3690,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Nashville International Airport,Nashville,36.12450027,-86.67819977,599,"(33.94250107, -118.40799709999999)","(36.1245002746582, -86.6781997680664)",2892.651857,"13,214,799","1,934,317"
AA,24,LAX,3484,BOS,3448,,0,757 738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(33.94250107, -118.40799709999999)","(42.36429977, -71.00520325)",4202.209711,"13,214,799","4,873,019"
AA,24,LAX,3484,CLT,3876,,0,321,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(33.94250107, -118.40799709999999)","(35.2140007019043, -80.94309997558594)",3420.016696,"13,214,799","2,636,883"
AA,24,LAX,3484,CMH,3759,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.94250107, -118.40799709999999)","(39.998001, -82.891899)",3210.933473,"13,214,799","2,122,271"
AA,24,LAX,3484,CMH,3759,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.94250107, -118.40799709999999)","(39.998001, -82.891899)",3210.933473,"13,214,799","321,048"
AA,24,LAX,3484,CMH,3759,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(33.94250107, -118.40799709999999)","(39.998001, -82.891899)",3210.933473,"13,214,799","83,779"
AA,24,LAX,3484,DCA,3520,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Ronald Reagan Washington National Airport,Washington,38.8521,-77.037697,15,"(33.94250107, -118.40799709999999)","(38.8521, -77.037697)",3719.085326,"13,214,799","6,280,487"
AA,24,LAX,3484,DEN,3751,Y,0,CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Denver International Airport,Denver,39.86169815,-104.6729965,5431,"(33.94250107, -118.40799709999999)","(39.861698150635, -104.672996521)",1387.023784,"13,214,799","2,967,239"
AA,24,LAX,3484,DFW,3670,,0,738 763 757 M83,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(33.94250107, -118.40799709999999)","(32.896801, -97.038002)",1987.382989,"13,214,799",
AA,24,LAX,3484,ELP,3559,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,El Paso International Airport,El Paso,31.80719948,-106.3779984,3959,"(33.94250107, -118.40799709999999)","(31.80719948, -106.37799840000002)",1149.720735,"13,214,799","844,124"
AA,24,LAX,3484,EUG,4099,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Mahlon Sweet Field,Eugene,44.12459946,-123.211998,374,"(33.94250107, -118.40799709999999)","(44.12459945678711, -123.21199798583984)",1203.9057,"13,214,799","382,067"
AA,24,LAX,3484,FAT,3687,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Fresno Yosemite International Airport,Fresno,36.77619934,-119.7180023,336,"(33.94250107, -118.40799709999999)","(36.77619934082031, -119.71800231933594)",336.1698936,"13,214,799","999,101"
AA,24,LAX,3484,HNL,3728,,0,757,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Daniel K Inouye International Airport,Honolulu,21.32062,-157.924228,13,"(33.94250107, -118.40799709999999)","(21.32062, -157.924228)",4113.282692,"13,214,799",
AA,24,LAX,3484,IAD,3714,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Washington Dulles International Airport,Washington,38.94449997,-77.45580292,312,"(33.94250107, -118.40799709999999)","(38.94449997, -77.45580292)",3682.125086,"13,214,799","6,280,487"
AA,24,LAX,3484,IAH,3550,Y,0,CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,George Bush Intercontinental Houston Airport,Houston,29.9843998,-95.34140015,97,"(33.94250107, -118.40799709999999)","(29.98439979553223, -95.34140014648438)",2219.215456,"13,214,799","7,066,141"
AA,24,LAX,3484,IND,3585,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Indianapolis International Airport,Indianapolis,39.7173,-86.294403,797,"(33.94250107, -118.40799709999999)","(39.7173, -86.294403)",2919.041576,"13,214,799","2,074,537"
AA,24,LAX,3484,JFK,3797,,0,32B 762,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,John F Kennedy International Airport,New York,40.63980103,-73.77890015,13,"(33.94250107, -118.40799709999999)","(40.63980103, -73.77890015)",3982.940269,"13,214,799","19,216,182"
AA,24,LAX,3484,KOA,3514,,0,757,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Ellison Onizuka Kona International At Keahole Airport,Kona,19.738783,-156.045603,47,"(33.94250107, -118.40799709999999)","(19.738782999999998, -156.045603)",4029.616557,"13,214,799",
AA,24,LAX,3484,LAS,3877,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,McCarran International Airport,Las Vegas,36.08010101,-115.1520004,2181,"(33.94250107, -118.40799709999999)","(36.08010101, -115.15200039999999)",380.1701148,"13,214,799","2,266,715"
AA,24,LAX,3484,LIH,3602,,0,757,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Lihue Airport,Lihue,21.97599983,-159.3390045,153,"(33.94250107, -118.40799709999999)","(21.97599983215332, -159.33900451660156)",4208.632891,"13,214,799",
AA,24,LAX,3484,MCO,3878,,0,757 738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Orlando International Airport,Orlando,28.42939949,-81.30899811,96,"(33.94250107, -118.40799709999999)","(28.429399490356445, -81.30899810791016)",3568.989783,"13,214,799","2,608,147"
AA,24,LAX,3484,MFR,4101,Y,0,DH4,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Rogue Valley International Medford Airport,Medford,42.37419891,-122.8730011,1335,"(33.94250107, -118.40799709999999)","(42.37419891357422, -122.8730010986328)",1014.031671,"13,214,799","220,944"
AA,24,LAX,3484,MIA,3576,,0,757 777 763 738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Miami International Airport,Miami,25.79319954,-80.29060364,8,"(33.94250107, -118.40799709999999)","(25.79319953918457, -80.29060363769531)",3768.872535,"13,214,799","6,166,488"
AA,24,LAX,3484,MMH,7081,Y,0,DH4,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Mammoth Yosemite Airport,Mammoth Lakes,37.62409973,-118.8379974,7135,"(33.94250107, -118.40799709999999)","(37.62409973, -118.83799740000002)",410.3363236,"13,214,799",
AA,24,LAX,3484,MRY,3948,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Monterey Peninsula Airport,Monterey,36.5870018,-121.8430023,257,"(33.94250107, -118.40799709999999)","(36.58700180053711, -121.84300231933594)",428.6288865,"13,214,799",
AA,24,LAX,3484,OGG,3456,,0,757,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Kahului Airport,Kahului,20.8986,-156.429993,54,"(33.94250107, -118.40799709999999)","(20.8986, -156.429993)",3999.969143,"13,214,799","167,417"
AA,24,LAX,3484,OKC,3863,Y,0,CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Will Rogers World Airport,Oklahoma City,35.39310074,-97.60070038,1295,"(33.94250107, -118.40799709999999)","(35.39310073852539, -97.60070037841795)",1910.350446,"13,214,799","1,408,950"
AA,24,LAX,3484,ORD,3830,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(33.94250107, -118.40799709999999)","(41.9786, -87.9048)",2807.618191,"13,214,799","9,458,539"
AA,24,LAX,3484,PBI,3722,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Palm Beach International Airport,West Palm Beach,26.68320084,-80.09559631,19,"(33.94250107, -118.40799709999999)","(26.68320083618164, -80.09559631347656)",3749.231585,"13,214,799",
AA,24,LAX,3484,PDX,3720,Y,0,737,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Portland International Airport,Portland,45.58869934,-122.5979996,31,"(33.94250107, -118.40799709999999)","(45.58869934, -122.59799960000001)",1341.482925,"13,214,799","2,492,412"
AA,24,LAX,3484,PDX,3720,Y,0,737,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Portland International Airport,Portland,45.58869934,-122.5979996,31,"(33.94250107, -118.40799709999999)","(45.58869934, -122.59799960000001)",1341.482925,"13,214,799","538,500"
AA,24,LAX,3484,PHL,3752,,0,321 320,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Philadelphia International Airport,Philadelphia,39.87189865,-75.2410965,36,"(33.94250107, -118.40799709999999)","(39.87189865112305, -75.24109649658203)",3864.809435,"13,214,799","6,102,434"
AA,24,LAX,3484,PHX,3462,,0,321 319 320,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Phoenix Sky Harbor International Airport,Phoenix,33.43429947,-112.012001,1135,"(33.94250107, -118.40799709999999)","(33.43429946899414, -112.01200103759766)",595.6154637,"13,214,799","4,948,203"
AA,24,LAX,3484,PIT,3570,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Pittsburgh International Airport,Pittsburgh,40.49150085,-80.23290253,1203,"(33.94250107, -118.40799709999999)","(40.49150085, -80.23290253)",3437.427022,"13,214,799","2,317,600"
AA,24,LAX,3484,RDM,4103,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Roberts Field,Redmond-Bend,44.2541008,-121.1500015,3080,"(33.94250107, -118.40799709999999)","(44.254100799999996, -121.15000149999999)",1168.893232,"13,214,799",
AA,24,LAX,3484,RDU,3626,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Raleigh Durham International Airport,Raleigh-durham,35.87760162,-78.78749847,435,"(33.94250107, -118.40799709999999)","(35.877601623535156, -78.7874984741211)",3602.447586,"13,214,799",
AA,24,LAX,3484,RNO,3807,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Reno Tahoe International Airport,Reno,39.49909973,-119.7679977,4415,"(33.94250107, -118.40799709999999)","(39.49909973144531, -119.76799774169922)",628.4613534,"13,214,799","475,642"
AA,24,LAX,3484,SAF,3784,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Santa Fe Municipal Airport,Santa Fe,35.61709976,-106.0889969,6348,"(33.94250107, -118.40799709999999)","(35.617099761999995, -106.08899688700001)",1141.987958,"13,214,799","150,358"
AA,24,LAX,3484,SAN,3731,Y,0,CRJ CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,San Diego International Airport,San Diego,32.73360062,-117.1900024,17,"(33.94250107, -118.40799709999999)","(32.7336006165, -117.190002441)",175.5941594,"13,214,799","3,338,330"
AA,24,LAX,3484,SEA,3577,Y,0,737,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Seattle Tacoma International Airport,Seattle,47.449001,-122.308998,433,"(33.94250107, -118.40799709999999)","(47.449001, -122.308998)",1535.158001,"13,214,799","3,979,845"
AA,24,LAX,3484,SFO,3469,,0,738,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,San Francisco International Airport,San Francisco,37.61899948,-122.375,13,"(33.94250107, -118.40799709999999)","(37.61899948120117, -122.375)",543.0608952,"13,214,799","4,731,803"
AA,24,LAX,3484,SJC,3748,Y,0,CR7 CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Norman Y. Mineta San Jose International Airport,San Jose,37.362598,-121.929001,62,"(33.94250107, -118.40799709999999)","(37.362598, -121.929001)",495.5566708,"13,214,799","1,990,660"
AA,24,LAX,3484,SLC,3536,Y,0,CRJ CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Salt Lake City International Airport,Salt Lake City,40.78839874,-111.9779968,4227,"(33.94250107, -118.40799709999999)","(40.78839874267578, -111.97799682617188)",948.9632165,"13,214,799","1,232,696"
AA,24,LAX,3484,SMF,3817,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Sacramento International Airport,Sacramento,38.69540024,-121.5910034,27,"(33.94250107, -118.40799709999999)","(38.69540023803711, -121.59100341796876)",599.7719745,"13,214,799","2,363,730"
AA,24,LAX,3484,STL,3678,,0,M83,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,St Louis Lambert International Airport,St. Louis,38.748697,-90.370003,618,"(33.94250107, -118.40799709999999)","(38.748697, -90.370003)",2562.152778,"13,214,799","2,803,228"
AA,24,LAX,3484,STS,6992,Y,0,DH4,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Charles M. Schulz Sonoma County Airport,Santa Rosa,38.50899887,-122.8130035,128,"(33.94250107, -118.40799709999999)","(38.50899887, -122.8130035)",642.930828,"13,214,799","494,336"
AA,24,LAX,3484,TUS,3636,Y,0,CRJ,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Tucson International Airport,Tucson,32.11610031,-110.9410019,2643,"(33.94250107, -118.40799709999999)","(32.116100311279304, -110.94100189208984)",726.1916812,"13,214,799","1,047,279"
AA,24,LAX,3484,XNA,4356,Y,0,CR7,Los Angeles International Airport,Los Angeles,33.94250107,-118.4079971,125,Northwest Arkansas Regional Airport,Bentonville,36.281898,-94.306801,1287,"(33.94250107, -118.40799709999999)","(36.281898, -94.30680100000001)",2206.662387,"13,214,799",
AA,24,LBB,3829,DFW,3670,,0,M80 M83,Lubbock Preston Smith International Airport,Lubbock,33.663601,-101.822998,3282,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(33.663601, -101.822998)","(32.896801, -97.038002)",453.7489894,"322,257",
AA,24,LCH,3513,DFW,3670,Y,0,ER4 ERD,Lake Charles Regional Airport,Lake Charles,30.12610054,-93.22329712,15,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(30.12610054016113, -93.22329711914062)","(32.896801, -97.038002)",474.9912971,"210,409",
AA,24,LEX,4017,CLT,3876,Y,0,CR7 CRJ,Blue Grass Airport,Lexington KY,38.03649902,-84.60590363,979,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(38.0364990234375, -84.60590362548828)","(35.2140007019043, -80.94309997558594)",453.1787339,,"2,636,883"
AA,24,LEX,4017,DFW,3670,Y,0,ERD ER4,Blue Grass Airport,Lexington KY,38.03649902,-84.60590363,979,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(38.0364990234375, -84.60590362548828)","(32.896801, -97.038002)",1262.804281,,
AA,24,LEX,4017,ORD,3830,Y,0,ERD ER4,Blue Grass Airport,Lexington KY,38.03649902,-84.60590363,979,Chicago O'Hare International Airport,Chicago,41.9786,-87.9048,672,"(38.0364990234375, -84.60590362548828)","(41.9786, -87.9048)",520.4079355,,"9,458,539"
AA,24,LFT,3493,DFW,3670,Y,0,ERD ER4 CRJ,Lafayette Regional Airport,Lafayette,30.20529938,-91.98760223,42,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(30.20529938, -91.98760223)","(32.896801, -97.038002)",564.7014428,"489,207",
AA,24,LFT,3493,DFW,3670,Y,0,ERD ER4 CRJ,Lafayette Regional Airport,Lafayette,30.20529938,-91.98760223,42,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(30.20529938, -91.98760223)","(32.896801, -97.038002)",564.7014428,"233,002",
AA,24,LGA,3697,BNA,3690,Y,0,CR7,La Guardia Airport,New York,40.77719879,-73.87259674,21,Nashville International Airport,Nashville,36.12450027,-86.67819977,599,"(40.77719879, -73.87259674)","(36.1245002746582, -86.6781997680664)",1229.746509,"19,216,182","1,934,317"
AA,24,LGA,3697,BOS,3448,,0,319 E90,La Guardia Airport,New York,40.77719879,-73.87259674,21,General Edward Lawrence Logan International Airport,Boston,42.36429977,-71.00520325,20,"(40.77719879, -73.87259674)","(42.36429977, -71.00520325)",297.0680439,"19,216,182","4,873,019"
AA,24,LGA,3697,CHO,4015,Y,0,ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,Charlottesville Albemarle Airport,Charlottesville VA,38.1385994,-78.45290375,639,"(40.77719879, -73.87259674)","(38.13859939575195, -78.4529037475586)",491.0193045,"19,216,182",
AA,24,LGA,3697,CLT,3876,,0,321 319 320,La Guardia Airport,New York,40.77719879,-73.87259674,21,Charlotte Douglas International Airport,Charlotte,35.2140007,-80.94309998,748,"(40.77719879, -73.87259674)","(35.2140007019043, -80.94309997558594)",875.1960073,"19,216,182","2,636,883"
AA,24,LGA,3697,CMH,3759,Y,0,CR7 ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(40.77719879, -73.87259674)","(39.998001, -82.891899)",770.3439851,"19,216,182","2,122,271"
AA,24,LGA,3697,CMH,3759,Y,0,CR7 ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(40.77719879, -73.87259674)","(39.998001, -82.891899)",770.3439851,"19,216,182","321,048"
AA,24,LGA,3697,CMH,3759,Y,0,CR7 ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,John Glenn Columbus International Airport,Columbus,39.998001,-82.891899,815,"(40.77719879, -73.87259674)","(39.998001, -82.891899)",770.3439851,"19,216,182","83,779"
AA,24,LGA,3697,DAY,3627,Y,0,ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,James M Cox Dayton International Airport,Dayton,39.90240097,-84.2193985,1009,"(40.77719879, -73.87259674)","(39.90240097045898, -84.21939849853516)",883.9830043,"19,216,182","807,611"
AA,24,LGA,3697,DCA,3520,,0,319 E90,La Guardia Airport,New York,40.77719879,-73.87259674,21,Ronald Reagan Washington National Airport,Washington,38.8521,-77.037697,15,"(40.77719879, -73.87259674)","(38.8521, -77.037697)",345.1150653,"19,216,182","6,280,487"
AA,24,LGA,3697,DFW,3670,,0,738,La Guardia Airport,New York,40.77719879,-73.87259674,21,Dallas Fort Worth International Airport,Dallas-Fort Worth,32.896801,-97.038002,607,"(40.77719879, -73.87259674)","(32.896801, -97.038002)",2235.068831,"19,216,182",
AA,24,LGA,3697,DTW,3645,Y,0,CR7,La Guardia Airport,New York,40.77719879,-73.87259674,21,Detroit Metropolitan Wayne County Airport,Detroit,42.21239853,-83.35340118,645,"(40.77719879, -73.87259674)","(42.212398529052734, -83.35340118408203)",807.1043828,"19,216,182","4,319,629"
AA,24,LGA,3697,GSO,4008,Y,0,ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,Piedmont Triad International Airport,Greensboro,36.09780121,-79.93730164,925,"(40.77719879, -73.87259674)","(36.097801208496094, -79.93730163574219)",741.3700392,"19,216,182","771,851"
AA,24,LGA,3697,ILM,3845,Y,0,ERD,La Guardia Airport,New York,40.77719879,-73.87259674,21,Wilmington International Airport,Wilmington,34.27059937,-77.90260315,32,"(40.77719879, -73.87259674)","(34.27059936523437, -77.90260314941406)",804.994025,"19,216,182","297,533"
